product_id,SKU,product_name,weight_in_grams,product_cost,manufacturer,is_active,category_id
325,P0000325,Farby akrylowe,1883,80.30,DemoGoods,True,13
326,P0000326,Młotek,1219,94.66,DemoGoods,True,14
327,P0000327,Wkrętak,66,67.59,DemoGoods,True,14
328,P0000328,Klucz nastawny,742,133.71,DemoGoods,True,14
329,P0000329,Miarka,1508,92.44,DemoGoods,True,14
330,P0000330,Szczypce,425,89.39,DemoGoods,True,14
331,P0000331,Szachy,1687,40.71,DemoGoods,True,15
332,P0000332,Warcaby,1379,90.54,DemoGoods,True,15
333,P0000333,Domino,1736,123.82,DemoGoods,True,15
334,P0000334,Gra karciana,1930,128.16,DemoGoods,True,15
335,P0000335,Gra rodzinna,1311,86.87,DemoGoods,True,15
